epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
176,14796.7,1.40542,0.57905,0.95541,0.92603,0.89152,0.94502,0.49031,1.59764,0.59967,1.00963,0.0013375,0.0013375,0.0013375
177,14879.5,1.40478,0.57809,0.9525,0.92321,0.89388,0.94523,0.49084,1.59654,0.59961,1.00944,0.001288,0.001288,0.001288
178,14961.4,1.40757,0.57933,0.95704,0.9266,0.89268,0.94553,0.49146,1.59404,0.59902,1.00927,0.0012385,0.0012385,0.0012385
179,15043.5,1.40706,0.57759,0.95471,0.92652,0.89397,0.94613,0.49115,1.59601,0.59904,1.01005,0.001189,0.001189,0.001189
180,15125.5,1.39796,0.57247,0.95388,0.92544,0.89406,0.94562,0.48982,1.60176,0.6004,1.01229,0.0011395,0.0011395,0.0011395
181,15207.6,1.39689,0.57347,0.95422,0.92536,0.89417,0.94507,0.48885,1.60357,0.60061,1.01283,0.00109,0.00109,0.00109
182,15289.5,1.39948,0.57386,0.95226,0.9256,0.89387,0.94519,0.48763,1.60738,0.60109,1.0144,0.0010405,0.0010405,0.0010405
183,15371.6,1.40101,0.57551,0.95379,0.92575,0.89445,0.94571,0.48785,1.60709,0.60085,1.01423,0.000991,0.000991,0.000991
184,15453.5,1.39685,0.57447,0.94947,0.92443,0.89568,0.94565,0.48846,1.60642,0.59965,1.0135,0.0009415,0.0009415,0.0009415
185,15535.5,1.39813,0.57441,0.95055,0.92433,0.89497,0.94523,0.48809,1.60727,0.60049,1.01383,0.000892,0.000892,0.000892
186,15617.4,1.40345,0.57447,0.95118,0.92598,0.89265,0.94471,0.48794,1.6054,0.60018,1.01311,0.0008425,0.0008425,0.0008425
187,15699.5,1.39282,0.57151,0.95425,0.92402,0.89438,0.94461,0.48847,1.60429,0.59978,1.01265,0.000793,0.000793,0.000793
188,15781.6,1.39091,0.57064,0.94835,0.92389,0.89274,0.94397,0.48846,1.60571,0.5999,1.01311,0.0007435,0.0007435,0.0007435
189,15863.5,1.39267,0.57124,0.95371,0.9239,0.89399,0.9447,0.48819,1.60569,0.5996,1.0128,0.000694,0.000694,0.000694
190,15945.6,1.39678,0.57238,0.95219,0.92511,0.8934,0.94451,0.48844,1.60389,0.59918,1.01227,0.0006445,0.0006445,0.0006445
191,16022.2,1.45253,0.57896,0.97289,0.92244,0.89494,0.94442,0.4892,1.60295,0.59978,1.01242,0.000595,0.000595,0.000595
192,16098.8,1.43328,0.56968,0.96856,0.9234,0.89483,0.94387,0.48931,1.60173,0.5998,1.01204,0.0005455,0.0005455,0.0005455
193,16175.1,1.42806,0.56594,0.96592,0.92411,0.89596,0.94411,0.49008,1.5999,0.60006,1.01112,0.000496,0.000496,0.000496
194,16252.4,1.42857,0.56811,0.96517,0.92668,0.89256,0.94373,0.48971,1.59878,0.60014,1.01084,0.0004465,0.0004465,0.0004465
195,16329.1,1.42233,0.56404,0.96562,0.92515,0.89383,0.94407,0.48976,1.59863,0.60017,1.01077,0.000397,0.000397,0.000397
196,16405.4,1.41993,0.56201,0.96333,0.9235,0.89634,0.94432,0.48976,1.5984,0.60084,1.011,0.0003475,0.0003475,0.0003475
197,16482,1.42085,0.563,0.96485,0.92231,0.89605,0.94367,0.49005,1.59776,0.60081,1.01097,0.000298,0.000298,0.000298
198,16558.7,1.41537,0.56107,0.96358,0.92295,0.89605,0.94395,0.4902,1.5979,0.60103,1.01109,0.0002485,0.0002485,0.0002485
199,16635,1.41157,0.55894,0.96297,0.92354,0.89636,0.94371,0.49034,1.59883,0.60113,1.01152,0.000199,0.000199,0.000199
200,16711.4,1.41193,0.56044,0.95825,0.92167,0.89775,0.94363,0.48994,1.59982,0.60168,1.01195,0.0001495,0.0001495,0.0001495
