epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,3384.69,1.28467,0.96691,1.21427,0.65102,0.58486,0.62445,0.39051,1.2263,1.07918,1.34379,0.0089605,0.0089605,0.0089605
23,4183.21,1.26515,0.93151,1.19412,0.73004,0.5927,0.63134,0.39238,1.22608,1.07525,1.3383,0.008911,0.008911,0.008911
24,4268.41,1.2523,0.93448,1.19519,0.72901,0.59346,0.64126,0.40662,1.20438,1.04817,1.33042,0.0088615,0.0088615,0.0088615
25,4346.94,1.25288,0.93067,1.19067,0.63251,0.62552,0.64759,0.40874,1.19881,1.02971,1.3266,0.008812,0.008812,0.008812
26,4988.73,1.22738,0.91093,1.18156,0.6521,0.63609,0.64828,0.41032,1.19103,1.01724,1.31856,0.0087625,0.0087625,0.0087625
27,5108.6,1.22366,0.90598,1.1764,0.65235,0.64695,0.65344,0.41463,1.17698,1.02934,1.30917,0.008713,0.008713,0.008713
28,5997.93,1.21801,0.89934,1.17199,0.75825,0.61966,0.65939,0.42162,1.17542,1.02903,1.31069,0.0086635,0.0086635,0.0086635
29,6076.74,1.21293,0.89809,1.17646,0.68046,0.62092,0.66341,0.41774,1.19219,1.00938,1.31242,0.008614,0.008614,0.008614
30,6211.69,1.20453,0.8893,1.16558,0.67052,0.62415,0.66677,0.42798,1.16917,0.98844,1.30977,0.0085645,0.0085645,0.0085645
31,6306.44,1.19727,0.88116,1.16688,0.69098,0.63312,0.66695,0.42793,1.17581,0.98857,1.30037,0.008515,0.008515,0.008515
32,6406.94,1.19133,0.87391,1.15907,0.70257,0.63571,0.66097,0.42495,1.15839,1.01984,1.29414,0.0084655,0.0084655,0.0084655
33,6817.05,1.18763,0.8631,1.15392,0.73154,0.6268,0.66997,0.43106,1.16558,0.99239,1.29886,0.008416,0.008416,0.008416
34,6898.48,1.18074,0.87004,1.15793,0.662,0.66503,0.67634,0.43538,1.15336,0.96854,1.28603,0.0083665,0.0083665,0.0083665
35,6992.88,1.1787,0.85503,1.14693,0.68008,0.65767,0.68791,0.44243,1.14691,0.95208,1.28524,0.008317,0.008317,0.008317
36,7077.61,1.17178,0.85127,1.14817,0.70527,0.65396,0.6829,0.44193,1.13637,0.94786,1.27742,0.0082675,0.0082675,0.0082675
37,7157.15,1.16713,0.84383,1.1475,0.73585,0.63822,0.68926,0.44386,1.14203,0.94604,1.27844,0.008218,0.008218,0.008218
38,7265.81,1.15657,0.83347,1.13846,0.7943,0.63489,0.68267,0.44479,1.12951,0.95509,1.2696,0.0081685,0.0081685,0.0081685
39,7360.75,1.15435,0.83548,1.13798,0.69742,0.6559,0.68681,0.4489,1.11957,0.94529,1.26327,0.008119,0.008119,0.008119
40,7711.93,1.14818,0.83385,1.14105,0.73325,0.65183,0.69041,0.4491,1.13506,0.93356,1.27927,0.0080695,0.0080695,0.0080695
41,7795.14,1.14504,0.82653,1.13366,0.70306,0.66432,0.69604,0.45361,1.12052,0.93092,1.26433,0.00802,0.00802,0.00802
42,7877.95,1.14282,0.82276,1.13643,0.71003,0.65269,0.69652,0.45492,1.11729,0.92568,1.26056,0.0079705,0.0079705,0.0079705
43,7959.52,1.14865,0.82405,1.13573,0.72226,0.66589,0.6962,0.45801,1.11252,0.92747,1.25525,0.007921,0.007921,0.007921
44,8035.16,1.13411,0.81428,1.12993,0.71551,0.66895,0.69519,0.45428,1.11955,0.92261,1.26183,0.0078715,0.0078715,0.0078715
45,8205.91,1.12949,0.8124,1.13203,0.70247,0.67061,0.70171,0.46372,1.1029,0.91535,1.25012,0.007822,0.007822,0.007822
46,8301.06,1.12772,0.80989,1.12548,0.6986,0.67972,0.70099,0.46024,1.10466,0.91137,1.24825,0.0077725,0.0077725,0.0077725
47,8641.9,1.12348,0.80833,1.12936,0.71015,0.66647,0.70595,0.46274,1.10776,0.9074,1.24971,0.007723,0.007723,0.007723
48,8736.09,1.12362,0.8004,1.11955,0.71048,0.69183,0.71273,0.46975,1.09506,0.89894,1.24148,0.0076735,0.0076735,0.0076735
49,8815.32,1.12095,0.80386,1.12605,0.74418,0.66953,0.70732,0.46803,1.08759,0.9059,1.23969,0.007624,0.007624,0.007624
50,8897.97,1.12236,0.80485,1.12813,0.7045,0.68759,0.71191,0.47176,1.09344,0.89952,1.2417,0.0075745,0.0075745,0.0075745
51,8980.14,1.11436,0.79206,1.11566,0.707,0.69064,0.71535,0.47037,1.0909,0.89292,1.24666,0.007525,0.007525,0.007525
52,9170.42,1.109,0.78442,1.11168,0.69766,0.69288,0.71238,0.47438,1.0847,0.89603,1.23654,0.0074755,0.0074755,0.0074755
53,9257.4,1.11141,0.79042,1.11678,0.70035,0.6919,0.7121,0.47169,1.07909,0.88755,1.23394,0.007426,0.007426,0.007426
54,9355.99,1.11188,0.78965,1.11854,0.72315,0.69034,0.71764,0.47214,1.09106,0.8916,1.23573,0.0073765,0.0073765,0.0073765
55,9837.81,1.10705,0.79433,1.12322,0.71257,0.68892,0.71819,0.47589,1.08241,0.88571,1.23235,0.007327,0.007327,0.007327
56,9924.55,1.10672,0.78819,1.11615,0.7025,0.69614,0.721,0.47841,1.08002,0.89138,1.22628,0.0072775,0.0072775,0.0072775
57,10005.9,1.09586,0.77711,1.10868,0.7224,0.69571,0.72155,0.47724,1.08078,0.88128,1.22773,0.007228,0.007228,0.007228
58,10495.9,1.09801,0.78214,1.11445,0.73081,0.69537,0.722,0.48178,1.07376,0.87411,1.22977,0.0071785,0.0071785,0.0071785
59,10572,1.09595,0.77605,1.10895,0.73789,0.70048,0.7242,0.48016,1.07274,0.87935,1.22685,0.007129,0.007129,0.007129
60,10672.9,1.0889,0.77216,1.10611,0.70179,0.70253,0.72683,0.48245,1.07267,0.8751,1.2268,0.0070795,0.0070795,0.0070795
61,10757.4,1.09103,0.77008,1.10362,0.72326,0.6989,0.72689,0.48425,1.06184,0.86036,1.21546,0.00703,0.00703,0.00703
62,11009.3,1.08854,0.76466,1.10162,0.72552,0.70722,0.72378,0.48389,1.06444,0.86333,1.21254,0.0069805,0.0069805,0.0069805
63,11088.4,1.08312,0.76825,1.10754,0.7204,0.70033,0.72903,0.48653,1.05843,0.85897,1.2115,0.006931,0.006931,0.006931
64,11167.6,1.0869,0.7677,1.10763,0.72282,0.70639,0.73446,0.49118,1.06144,0.8583,1.21298,0.0068815,0.0068815,0.0068815
65,11247.4,1.07733,0.76115,1.10299,0.73983,0.69849,0.7324,0.48884,1.0619,0.85596,1.21744,0.006832,0.006832,0.006832
66,11331.4,1.08535,0.76345,1.10421,0.73513,0.70038,0.73316,0.49214,1.0557,0.85339,1.21486,0.0067825,0.0067825,0.0067825
67,11413.3,1.0778,0.75898,1.10183,0.73382,0.69342,0.73585,0.4932,1.05682,0.84605,1.21126,0.006733,0.006733,0.006733
68,11498.2,1.08072,0.75872,1.10271,0.7419,0.70248,0.74104,0.49601,1.05207,0.84318,1.21199,0.0066835,0.0066835,0.0066835
69,11577.1,1.07272,0.75581,1.10139,0.74326,0.71387,0.7415,0.49217,1.05604,0.84568,1.21283,0.006634,0.006634,0.006634
70,11653.7,1.07502,0.75404,1.09719,0.74709,0.70351,0.74436,0.50084,1.04244,0.84102,1.20043,0.0065845,0.0065845,0.0065845
71,11750.6,1.07136,0.75539,1.09746,0.73125,0.71443,0.7374,0.49412,1.04357,0.84696,1.20008,0.006535,0.006535,0.006535
72,11865.5,1.07183,0.74732,1.09671,0.75165,0.70916,0.74426,0.49864,1.04347,0.84074,1.20378,0.0064855,0.0064855,0.0064855
73,12188.6,1.0666,0.74961,1.09788,0.74231,0.71328,0.74479,0.49992,1.03895,0.82935,1.1995,0.006436,0.006436,0.006436
74,12269,1.07065,0.7461,1.09668,0.73805,0.71322,0.74625,0.49949,1.04126,0.8353,1.19667,0.0063865,0.0063865,0.0063865
75,12344.1,1.06037,0.74212,1.09564,0.74099,0.71567,0.74565,0.50305,1.03395,0.83522,1.19531,0.006337,0.006337,0.006337
76,12435.1,1.06474,0.74624,1.09683,0.73504,0.72506,0.74602,0.50066,1.04386,0.83192,1.19972,0.0062875,0.0062875,0.0062875
77,12510.5,1.05859,0.72963,1.08584,0.7425,0.72002,0.74384,0.50165,1.03495,0.82276,1.19352,0.006238,0.006238,0.006238
78,12618.4,1.06059,0.73922,1.08871,0.73536,0.71569,0.74598,0.50245,1.0378,0.82324,1.19401,0.0061885,0.0061885,0.0061885
79,12953.8,1.05724,0.73417,1.08723,0.74268,0.71941,0.75109,0.50794,1.03566,0.81645,1.19693,0.006139,0.006139,0.006139
80,13034.7,1.05156,0.73325,1.08847,0.74783,0.72207,0.75054,0.50574,1.03245,0.81311,1.19235,0.0060895,0.0060895,0.0060895
81,13121.3,1.05579,0.73195,1.08569,0.75476,0.71333,0.75101,0.50822,1.0303,0.81683,1.18974,0.00604,0.00604,0.00604
82,13247.6,1.04938,0.73191,1.08765,0.73659,0.71855,0.74762,0.507,1.02758,0.82514,1.19319,0.0059905,0.0059905,0.0059905
83,13352.6,1.04865,0.72938,1.08161,0.73941,0.7239,0.75379,0.51054,1.01932,0.81141,1.18486,0.005941,0.005941,0.005941
84,13441.6,1.04906,0.73185,1.088,0.73399,0.73465,0.75373,0.50963,1.02079,0.80791,1.18164,0.0058915,0.0058915,0.0058915
85,13854.6,1.0435,0.72857,1.08029,0.73347,0.72983,0.75725,0.51294,1.01868,0.80677,1.17856,0.005842,0.005842,0.005842
86,13942.7,1.04755,0.727,1.08047,0.75158,0.7218,0.75599,0.51129,1.02257,0.80814,1.18549,0.0057925,0.0057925,0.0057925
87,14017.9,1.04532,0.72149,1.08121,0.75039,0.73531,0.76099,0.51491,1.01899,0.80786,1.17719,0.005743,0.005743,0.005743
88,14116.9,1.03777,0.72163,1.07848,0.74858,0.72635,0.7562,0.51211,1.01899,0.80809,1.18111,0.0056935,0.0056935,0.0056935
89,14209.5,1.04327,0.72095,1.08436,0.7611,0.71781,0.75552,0.51444,1.01414,0.80004,1.1767,0.005644,0.005644,0.005644
90,14298.4,1.0451,0.7223,1.0824,0.74022,0.73453,0.75943,0.51791,1.01186,0.80261,1.17829,0.0055945,0.0055945,0.0055945
91,14434.1,1.04464,0.7224,1.08318,0.75077,0.72746,0.76172,0.51882,1.00976,0.79814,1.17228,0.005545,0.005545,0.005545
92,14515.5,1.04164,0.72348,1.08098,0.76941,0.71512,0.76172,0.5189,1.01505,0.78885,1.17619,0.0054955,0.0054955,0.0054955
93,14603.6,1.0451,0.72062,1.08187,0.74759,0.72612,0.76101,0.51771,1.0111,0.79569,1.17654,0.005446,0.005446,0.005446
94,14680,1.03613,0.7131,1.07648,0.74775,0.73339,0.75947,0.51756,1.00761,0.79064,1.16943,0.0053965,0.0053965,0.0053965
95,14755.2,1.03018,0.71101,1.07687,0.75516,0.73304,0.76433,0.52229,1.00088,0.79304,1.16787,0.005347,0.005347,0.005347
96,14854.3,1.03444,0.71357,1.07819,0.75308,0.7343,0.7627,0.52138,1.00785,0.78869,1.17222,0.0052975,0.0052975,0.0052975
97,14929.1,1.02543,0.70587,1.07574,0.74782,0.74123,0.76759,0.52619,1.00313,0.78661,1.16977,0.005248,0.005248,0.005248
98,15046.4,1.03622,0.71191,1.07526,0.76822,0.72698,0.76474,0.52348,1.00278,0.78574,1.16846,0.0051985,0.0051985,0.0051985
99,15148.9,1.02778,0.70638,1.07466,0.76269,0.73171,0.77065,0.5258,1.00551,0.78001,1.17156,0.005149,0.005149,0.005149
100,15593.8,1.02836,0.70762,1.07529,0.76985,0.73585,0.77168,0.52592,1.00413,0.77929,1.17003,0.0050995,0.0050995,0.0050995
101,15708.3,1.02438,0.70035,1.0722,0.76421,0.72345,0.76809,0.52538,1.0033,0.7799,1.16832,0.00505,0.00505,0.00505
102,15794.2,1.02999,0.70539,1.06754,0.76893,0.72139,0.76928,0.52477,1.00361,0.783,1.16629,0.0050005,0.0050005,0.0050005
103,15882.8,1.02515,0.70134,1.06719,0.75135,0.73777,0.7711,0.52671,0.99795,0.77565,1.16321,0.004951,0.004951,0.004951
104,15958.1,1.02109,0.6962,1.06552,0.76448,0.72858,0.77168,0.52833,1.00051,0.77524,1.16483,0.0049015,0.0049015,0.0049015
105,16043.4,1.02881,0.69848,1.06901,0.77579,0.72613,0.77338,0.53006,0.99313,0.77271,1.16356,0.004852,0.004852,0.004852
106,16137.4,1.02277,0.69771,1.07005,0.76662,0.72361,0.77113,0.52792,0.99719,0.77685,1.16502,0.0048025,0.0048025,0.0048025
107,16212.4,1.02149,0.69672,1.06936,0.77077,0.73059,0.77305,0.52877,0.9925,0.77462,1.16276,0.004753,0.004753,0.004753
108,16293.4,1.01899,0.69436,1.06868,0.77245,0.73193,0.77497,0.53196,0.99034,0.76958,1.16022,0.0047035,0.0047035,0.0047035
109,16391.8,1.01593,0.69031,1.07114,0.77267,0.73173,0.77541,0.53272,0.99038,0.76361,1.15503,0.004654,0.004654,0.004654
110,16726.6,1.01787,0.69844,1.06975,0.76593,0.73417,0.77486,0.5309,0.98929,0.768,1.15654,0.0046045,0.0046045,0.0046045
111,16837.9,1.017,0.69779,1.06674,0.77902,0.73359,0.78023,0.53515,0.98938,0.76035,1.1578,0.004555,0.004555,0.004555
112,16920.2,1.01971,0.69891,1.06795,0.78385,0.73002,0.78046,0.53679,0.98852,0.7579,1.1584,0.0045055,0.0045055,0.0045055
113,16997.9,1.01355,0.69185,1.06941,0.77335,0.73277,0.77967,0.53484,0.98925,0.7613,1.15775,0.004456,0.004456,0.004456
114,17085.5,1.01244,0.68994,1.06084,0.78188,0.73294,0.77961,0.5342,0.98775,0.75466,1.15535,0.0044065,0.0044065,0.0044065
115,17160.7,1.01117,0.69092,1.06232,0.77613,0.73113,0.77916,0.53484,0.9877,0.75807,1.15709,0.004357,0.004357,0.004357
116,17238.1,1.01094,0.68577,1.06328,0.78628,0.73498,0.78031,0.53454,0.98396,0.75613,1.15462,0.0043075,0.0043075,0.0043075
117,17320.5,1.00517,0.67697,1.06108,0.78321,0.72915,0.78,0.53688,0.98241,0.75353,1.15181,0.004258,0.004258,0.004258
118,17403.6,1.0109,0.69129,1.0607,0.78434,0.73329,0.78115,0.53663,0.98231,0.75094,1.15145,0.0042085,0.0042085,0.0042085
119,17683,1.0005,0.68017,1.06237,0.78515,0.73165,0.78177,0.53979,0.97786,0.75073,1.14976,0.004159,0.004159,0.004159
120,17790.5,1.0077,0.68201,1.06146,0.77397,0.73439,0.78246,0.54035,0.98146,0.74959,1.15228,0.0041095,0.0041095,0.0041095
121,17867.4,1.00763,0.68659,1.06482,0.77178,0.74549,0.78301,0.54052,0.97999,0.74662,1.15209,0.00406,0.00406,0.00406
122,17942.5,0.99904,0.67713,1.06014,0.77253,0.7477,0.78479,0.54175,0.97575,0.74422,1.14817,0.0040105,0.0040105,0.0040105
123,18057.7,0.99684,0.6758,1.05826,0.77574,0.74683,0.78456,0.54183,0.97952,0.7448,1.15076,0.003961,0.003961,0.003961
124,18163.9,1.0034,0.67894,1.0598,0.77627,0.74207,0.78664,0.54409,0.97571,0.73925,1.14772,0.0039115,0.0039115,0.0039115
125,18512.6,0.99893,0.67384,1.05825,0.77465,0.74809,0.78587,0.54225,0.97524,0.73954,1.14883,0.003862,0.003862,0.003862
126,18588,1.00434,0.67991,1.05877,0.77453,0.74692,0.78548,0.54246,0.97449,0.7387,1.14689,0.0038125,0.0038125,0.0038125
127,18682.5,1.00157,0.67493,1.05529,0.77469,0.75056,0.786,0.54194,0.97474,0.73776,1.14582,0.003763,0.003763,0.003763
128,18763.9,0.99675,0.67301,1.05463,0.76752,0.75329,0.78653,0.54139,0.97495,0.73565,1.14655,0.0037135,0.0037135,0.0037135
129,18863.6,0.99788,0.67303,1.05588,0.78382,0.74948,0.7884,0.54313,0.97586,0.73363,1.14635,0.003664,0.003664,0.003664
130,19227.8,0.99891,0.67428,1.05851,0.77911,0.75764,0.78898,0.54491,0.97508,0.72745,1.14649,0.0036145,0.0036145,0.0036145
131,19309.1,0.99601,0.6705,1.05456,0.78462,0.74814,0.78927,0.54568,0.97179,0.73012,1.14487,0.003565,0.003565,0.003565
132,19384.6,0.99513,0.66845,1.05069,0.78755,0.73949,0.78969,0.54596,0.97503,0.73008,1.14609,0.0035155,0.0035155,0.0035155
133,19587.1,0.98953,0.66271,1.04989,0.78083,0.74743,0.79164,0.54786,0.97258,0.72921,1.14452,0.003466,0.003466,0.003466
134,19667.3,0.99697,0.67187,1.05064,0.78184,0.74797,0.79138,0.54901,0.96596,0.72881,1.13996,0.0034165,0.0034165,0.0034165
135,19760.6,0.98963,0.66233,1.05663,0.7754,0.75322,0.7911,0.54838,0.96758,0.73027,1.13967,0.003367,0.003367,0.003367
136,19843.9,0.99232,0.67503,1.05719,0.78485,0.7495,0.79212,0.55017,0.96409,0.72646,1.13736,0.0033175,0.0033175,0.0033175
137,19993.9,0.98671,0.66208,1.05108,0.78443,0.75499,0.79357,0.55092,0.96087,0.7272,1.13624,0.003268,0.003268,0.003268
138,20075.8,0.98941,0.66566,1.05564,0.79147,0.75195,0.79568,0.55223,0.96219,0.72295,1.13574,0.0032185,0.0032185,0.0032185
139,20213.1,0.9871,0.65798,1.04658,0.79272,0.74986,0.79576,0.55233,0.96441,0.7247,1.13634,0.003169,0.003169,0.003169
140,20298.4,0.98475,0.66105,1.05387,0.78682,0.75769,0.79686,0.55292,0.96017,0.72076,1.13558,0.0031195,0.0031195,0.0031195
141,20388.8,0.98212,0.65987,1.05094,0.79182,0.75188,0.7974,0.55403,0.95891,0.72043,1.13425,0.00307,0.00307,0.00307
142,20475.9,0.98468,0.65878,1.04812,0.79191,0.75443,0.79755,0.55309,0.96279,0.71951,1.13681,0.0030205,0.0030205,0.0030205
143,20564.5,0.98779,0.66244,1.05442,0.78979,0.75769,0.79649,0.5526,0.96146,0.71774,1.13599,0.002971,0.002971,0.002971
144,20943.7,0.97945,0.65913,1.04856,0.78957,0.75203,0.79538,0.55388,0.96096,0.71918,1.13499,0.0029215,0.0029215,0.0029215
145,21025.8,0.9808,0.65683,1.04832,0.79537,0.75043,0.79529,0.55362,0.95809,0.71466,1.13328,0.002872,0.002872,0.002872
146,21238.5,0.98206,0.65679,1.04813,0.787,0.76217,0.79637,0.55378,0.95746,0.71398,1.13359,0.0028225,0.0028225,0.0028225
147,21332.4,0.97875,0.65549,1.05016,0.78589,0.75863,0.79528,0.55336,0.9562,0.71397,1.1318,0.002773,0.002773,0.002773
148,21436.8,0.98389,0.65341,1.04838,0.79544,0.74912,0.79766,0.55529,0.95786,0.71321,1.13312,0.0027235,0.0027235,0.0027235
149,21842.2,0.97929,0.65449,1.04261,0.80106,0.74906,0.80015,0.55662,0.95451,0.71106,1.13093,0.002674,0.002674,0.002674
150,21920.2,0.98027,0.65128,1.0444,0.80277,0.74876,0.80201,0.55756,0.95136,0.71053,1.12854,0.0026245,0.0026245,0.0026245
151,22019.6,0.97768,0.65456,1.04688,0.79805,0.75361,0.80299,0.55987,0.94946,0.70695,1.12727,0.002575,0.002575,0.002575
152,22136.8,0.97069,0.64671,1.04455,0.79257,0.76069,0.80275,0.56145,0.94733,0.70696,1.12546,0.0025255,0.0025255,0.0025255
153,22229.2,0.97585,0.65425,1.04573,0.78944,0.76903,0.8042,0.56186,0.94618,0.70383,1.12496,0.002476,0.002476,0.002476
154,22332.5,0.97497,0.65134,1.0448,0.79206,0.7635,0.80397,0.56207,0.94868,0.70315,1.12606,0.0024265,0.0024265,0.0024265
155,22407.9,0.97327,0.64711,1.04703,0.78651,0.76679,0.80326,0.5612,0.94842,0.70542,1.12535,0.002377,0.002377,0.002377
156,22515.8,0.97195,0.64728,1.04502,0.79485,0.75873,0.80508,0.56208,0.94512,0.7038,1.12396,0.0023275,0.0023275,0.0023275
157,22592.5,0.97197,0.64511,1.0449,0.78693,0.76647,0.80436,0.56044,0.94804,0.70108,1.12594,0.002278,0.002278,0.002278
158,22675.3,0.97289,0.64379,1.04152,0.79215,0.76337,0.80427,0.56106,0.94747,0.70047,1.12614,0.0022285,0.0022285,0.0022285
159,22754.5,0.9667,0.64038,1.04509,0.7913,0.76391,0.80606,0.56292,0.94798,0.69967,1.12622,0.002179,0.002179,0.002179
160,22871.2,0.97081,0.6442,1.04459,0.79978,0.7629,0.80678,0.56364,0.94923,0.69799,1.12728,0.0021295,0.0021295,0.0021295
161,22973,0.96862,0.64215,1.03798,0.79988,0.76075,0.80611,0.56441,0.94724,0.69733,1.12564,0.00208,0.00208,0.00208
162,23070.9,0.96698,0.64385,1.03999,0.8002,0.76137,0.80659,0.56419,0.94707,0.69761,1.12545,0.0020305,0.0020305,0.0020305
163,23683.6,0.96352,0.64009,1.04305,0.7961,0.76216,0.80727,0.56573,0.94591,0.69677,1.12528,0.001981,0.001981,0.001981
164,23771.3,0.96161,0.63934,1.04099,0.79724,0.76825,0.80848,0.56602,0.94549,0.69432,1.12508,0.0019315,0.0019315,0.0019315
165,23957,0.96217,0.63914,1.03638,0.79542,0.76877,0.80835,0.56537,0.94662,0.69284,1.12529,0.001882,0.001882,0.001882
166,24035.8,0.96367,0.638,1.04118,0.7956,0.7683,0.80805,0.56514,0.94518,0.69021,1.12357,0.0018325,0.0018325,0.0018325
167,24119.1,0.96106,0.63883,1.03726,0.79796,0.76455,0.80846,0.56508,0.94472,0.689,1.12355,0.001783,0.001783,0.001783
168,24209.2,0.9614,0.63644,1.04102,0.8039,0.76235,0.80988,0.56604,0.9433,0.68862,1.12191,0.0017335,0.0017335,0.0017335
169,24285.9,0.95741,0.63254,1.03747,0.80699,0.76077,0.80923,0.56677,0.942,0.68851,1.1201,0.001684,0.001684,0.001684
170,24368.4,0.95714,0.63154,1.03518,0.8095,0.76074,0.80928,0.56656,0.94105,0.68821,1.11942,0.0016345,0.0016345,0.0016345
171,24472.4,0.96236,0.63542,1.03982,0.80839,0.76345,0.80925,0.56703,0.9406,0.6865,1.11931,0.001585,0.001585,0.001585
172,24548.3,0.9519,0.627,1.03369,0.80549,0.76606,0.80965,0.56772,0.93927,0.6863,1.1187,0.0015355,0.0015355,0.0015355
173,24768.1,0.95522,0.6299,1.03698,0.80984,0.7646,0.81073,0.56811,0.93984,0.68508,1.11981,0.001486,0.001486,0.001486
174,24845.8,0.95868,0.63294,1.03654,0.80444,0.77005,0.81182,0.56948,0.93949,0.6836,1.11951,0.0014365,0.0014365,0.0014365
175,24923.1,0.95729,0.63286,1.03642,0.80535,0.76889,0.81172,0.56977,0.93961,0.68306,1.12033,0.001387,0.001387,0.001387
176,25018.8,0.95372,0.63187,1.03714,0.80996,0.76584,0.81194,0.57008,0.93839,0.681,1.11997,0.0013375,0.0013375,0.0013375
177,25330.8,0.95578,0.63029,1.03542,0.81809,0.76233,0.81239,0.56996,0.93796,0.6801,1.1189,0.001288,0.001288,0.001288
178,25408.1,0.95366,0.62606,1.03452,0.81442,0.76483,0.81272,0.57072,0.93911,0.6805,1.11931,0.0012385,0.0012385,0.0012385
179,25498.5,0.94902,0.62457,1.03153,0.80407,0.77327,0.81264,0.57047,0.93987,0.68068,1.11973,0.001189,0.001189,0.001189
180,25574.6,0.95252,0.62924,1.0372,0.80661,0.77166,0.81378,0.57067,0.93962,0.68053,1.1198,0.0011395,0.0011395,0.0011395
181,25672.5,0.95128,0.62779,1.03212,0.80801,0.77193,0.81406,0.57158,0.93943,0.68037,1.11933,0.00109,0.00109,0.00109
182,25747.7,0.94864,0.62431,1.03507,0.80662,0.77231,0.8146,0.57195,0.93892,0.68041,1.11869,0.0010405,0.0010405,0.0010405
183,25835.2,0.94759,0.62192,1.03054,0.80976,0.77113,0.81527,0.57262,0.93816,0.67948,1.11829,0.000991,0.000991,0.000991
184,25968.7,0.94601,0.61775,1.02752,0.80979,0.77118,0.81501,0.57242,0.93794,0.67896,1.11789,0.0009415,0.0009415,0.0009415
185,26059.1,0.94663,0.61539,1.02529,0.80878,0.77382,0.81514,0.57295,0.93807,0.67855,1.11784,0.000892,0.000892,0.000892
186,26144.3,0.94585,0.61822,1.03065,0.81044,0.77203,0.81509,0.57263,0.93773,0.67762,1.11765,0.0008425,0.0008425,0.0008425
187,26236,0.94293,0.6217,1.03179,0.80961,0.77187,0.81539,0.57294,0.9372,0.67657,1.11752,0.000793,0.000793,0.000793
